Gene_name,Ensmbl,Hevin_logFC,Hevin_logCPM,Hevin_F,Hevin_PValue,Hevin_adjP,LPS_logFC,LPS_logCPM,LPS_F,LPS_PValue,LPS_adjP
Pld5,ENSMUSG00000055214,0.69013228,-1.217671129,0.769693704,0.397021425,0.698921131,1.135097046,-1.217671129,2.202680114,0.162785543,0.319780645
Plec,ENSMUSG00000022565,-0.260745355,9.851550254,2.116500096,0.170606839,0.460156186,-0.332118023,9.851550254,3.415877462,0.088596957,0.205599801
Plek,ENSMUSG00000020120,-0.597350148,11.3388984,26.18808344,0.000230664,0.005383763,0.969527297,11.3388984,68.26307442,2.19E-06,6.94E-05
Plek2,ENSMUSG00000021118,2.815967572,-0.951750166,16.408903,0.001512774,0.021050002,1.152750765,-0.951750166,2.404884787,0.146139864,0.295922541
Plekha1,ENSMUSG00000040268,0.139056603,6.561270424,2.960501272,0.110202178,0.358021165,-0.68967972,6.561270424,71.42271444,1.72E-06,5.67E-05
Plekha2,ENSMUSG00000031557,0.790964105,5.814892119,25.53834465,0.000257095,0.005868787,-1.139791904,5.814892119,50.5690892,1.04E-05,0.000219027
Plekha3,ENSMUSG00000002733,0.196861176,4.688185648,4.0139832,0.067516888,0.268168006,-0.034156138,4.688185648,0.119683721,0.735187181,0.848441016
Plekha4,ENSMUSG00000040428,0.149036621,1.600092622,0.336305316,0.572375352,0.818229443,1.791909779,1.600092622,48.90039412,1.23E-05,0.00024905
Plekha5,ENSMUSG00000030231,-0.289912124,3.206159077,3.462829531,0.086676901,0.312805125,0.014250242,3.206159077,0.008342127,0.928687791,0.964953415
Plekha6,ENSMUSG00000041757,-0.105917854,1.472561935,0.091603289,0.767174972,0.909041607,-0.243469558,1.472561935,0.465440294,0.507659264,0.682180331
Plekha7,ENSMUSG00000045659,0.694811032,1.764045362,4.301233756,0.059569827,0.247912093,0.31523778,1.764045362,0.85690801,0.372302635,0.560146414
Plekha8,ENSMUSG00000005225,0.346593803,4.620369394,9.778179113,0.008450966,0.071196699,-0.043970086,4.620369394,0.155656577,0.699901165,0.824633771
Plekhb1,ENSMUSG00000030701,-0.114105919,0.015808699,0.051646579,0.823932973,0.930210467,-0.1216674,0.015808699,0.057984683,0.813652632,0.89855874
Plekhb2,ENSMUSG00000026123,-0.058635424,7.507546093,0.370234283,0.553879271,0.807009867,-0.223750627,7.507546093,5.3749131,0.03827692,0.110822687
Plekhf1,ENSMUSG00000074170,0.565990363,1.419040342,4.086729045,0.065389368,0.262949887,-0.057236488,1.419040342,0.040685202,0.843423917,0.915160315
Plekhf2,ENSMUSG00000049969,0.157844705,7.190771358,2.498759122,0.139140678,0.407747803,0.108466144,7.190771358,1.17852185,0.298348588,0.484562362
Plekhg1,ENSMUSG00000040624,0.007657629,4.159537018,0.000231187,0.988111121,0.995780984,0.224509173,4.159537018,0.198871284,0.663334455,0.799107601
Plekhg2,ENSMUSG00000037552,-0.200379104,6.569467454,0.880354535,0.366053755,0.673514824,0.935282163,6.569467454,18.99987719,0.000866183,0.006061194
Plekhg3,ENSMUSG00000052609,1.54136685,4.43527392,101.8347982,2.49E-07,3.82E-05,-1.169877265,4.43527392,54.9495513,6.80E-06,0.000159125
Plekhg4,ENSMUSG00000014782,0.97830669,3.27897229,18.39833441,0.00098147,0.015563315,0.155674917,3.27897229,0.46583169,0.507484092,0.682031621
Plekhg5,ENSMUSG00000039713,-0.064641179,4.009483823,0.112520507,0.742909905,0.89971112,-1.154541683,4.009483823,33.96783032,7.17E-05,0.000929851
Plekhg6,ENSMUSG00000038167,-0.191618998,2.253276151,0.726302253,0.41027192,0.709825514,0.318650613,2.253276151,2.009568618,0.180989768,0.34383938
Plekhh1,ENSMUSG00000060716,0.56829782,1.386191029,2.492345214,0.139605348,0.408286678,-0.365738261,1.386191029,0.994968268,0.337632913,0.526942168
Plekhh2,ENSMUSG00000040852,0.642961944,3.812483624,10.71054791,0.006423796,0.059120022,-0.756729,3.812483624,14.08122004,0.00261962,0.014206589
Plekhh3,ENSMUSG00000035172,-0.392784556,3.329586345,7.100035321,0.020156574,0.12557701,-0.302207459,3.329586345,4.162688957,0.06325345,0.161674885
Plekhj1,ENSMUSG00000035278,-0.194786112,4.990208358,2.254333005,0.158315078,0.440591194,-0.485627801,4.990208358,13.74269123,0.002849785,0.015184582
Plekhm1,ENSMUSG00000034247,0.03981412,7.904837569,0.135387312,0.719125945,0.88920583,-0.703913831,7.904837569,41.72179504,2.69E-05,0.000447747
Plekhm2,ENSMUSG00000028917,-0.107980118,8.448909941,1.06368338,0.322109161,0.633715236,-0.146258197,8.448909941,1.946058264,0.187541088,0.353014235
Plekhm3,ENSMUSG00000051344,-0.435771083,7.238079891,17.42825098,0.001207316,0.017895604,-0.091123157,7.238079891,0.764257206,0.398644849,0.585035108
Plekhn1,ENSMUSG00000078485,-0.343698342,5.211967457,4.374401637,0.057728613,0.243313555,0.181747188,5.211967457,1.22340855,0.289727987,0.475588707
Plekho1,ENSMUSG00000015745,0.327419231,7.31280476,7.844235711,0.015616968,0.105854215,-0.955339306,7.31280476,64.95336992,2.85E-06,8.52E-05
Plekho2,ENSMUSG00000050721,-0.636871272,9.975993096,29.30287298,0.000140615,0.003772484,0.22566187,9.975993096,3.704012891,0.077574874,0.187315883
Plet1,ENSMUSG00000032068,0.084454973,0.607007591,0.037858131,0.848885454,0.941612824,0.734527521,0.607007591,2.911874074,0.112873958,0.244970182
Plgrkt,ENSMUSG00000016495,0.474069133,4.506052629,14.99847847,0.002097248,0.026704103,0.228014109,4.506052629,3.439719557,0.087615558,0.204063349
Plin2,ENSMUSG00000028494,-0.152454678,11.16028287,2.958618769,0.110304151,0.358260589,0.447325421,11.16028287,25.38053293,0.000264036,0.002514312
Plin3,ENSMUSG00000024197,0.010951932,5.814846236,0.0120001,0.914526337,0.968051792,-0.62521414,5.814846236,38.29494869,4.07E-05,0.000609424
Plin4,ENSMUSG00000002831,0.552342868,-0.581509972,0.711197367,0.415047412,0.712373565,0.510778327,-0.581509972,0.594080823,0.455307198,0.63758438
Plk1,ENSMUSG00000030867,0.094377899,1.281869447,0.045226097,0.835051098,0.935836456,-0.990143175,1.281869447,4.569406372,0.053145191,0.142318375
Plk2,ENSMUSG00000021701,-1.105808467,10.08644193,35.44038341,5.88E-05,0.001994279,1.398993835,10.08644193,56.10599355,6.11E-06,0.000148727
Plk3,ENSMUSG00000028680,0.135462634,5.891226818,1.428102437,0.254470545,0.567791862,0.03019682,5.891226818,0.070608879,0.794826718,0.887204404
Plk4,ENSMUSG00000025758,-0.052261803,3.309840618,0.110420435,0.745226036,0.900562791,-0.029304824,3.309840618,0.034283719,0.856104124,0.921777565
Pllp,ENSMUSG00000031775,-0.05819493,-0.137800102,0.008314577,0.928805291,0.972967202,0.340503587,-0.137800102,0.289980885,0.599783777,0.754598122
Pln,ENSMUSG00000038583,-0.842880442,-1.426935173,0.698014523,0.419287377,0.715677632,0.486850519,-1.426935173,0.258984041,0.619768836,0.769012599
Plod1,ENSMUSG00000019055,0.527657746,6.822110799,15.60489462,0.001818461,0.024126127,-0.337029224,6.822110799,6.321548707,0.026671879,0.084165753
Plod2,ENSMUSG00000032374,0.262920443,1.622208444,0.577489206,0.461528188,0.744174937,0.890823915,1.622208444,6.617739823,0.023935501,0.077433686
Plod3,ENSMUSG00000004846,0.353024984,6.562245323,5.824821057,0.032140758,0.167812842,-0.384977524,6.562245323,6.85955807,0.021945035,0.07221153
Plp1,ENSMUSG00000031425,1.164306525,1.559777412,4.624414149,0.051932039,0.227796014,0.870453359,1.559777412,2.659770761,0.1280833,0.2686756
Plp2,ENSMUSG00000031146,-0.071656663,3.905424268,0.207972389,0.656259538,0.861739114,-1.019955247,3.905424268,39.52731198,3.50E-05,0.000540794
Plrg1,ENSMUSG00000027998,-0.023865491,5.627629729,0.066364242,0.800939113,0.9230033,0.278172956,5.627629729,8.993326074,0.010757836,0.04226687
Pls1,ENSMUSG00000049493,0.36616646,-0.334999283,0.669767439,0.428607899,0.722176994,1.046050869,-0.334999283,5.57148392,0.035438577,0.104908865
Pls3,ENSMUSG00000016382,0.230395442,5.436884754,5.467679756,0.036905006,0.183339832,0.290788972,5.436884754,8.666323685,0.011932328,0.045816736
Plscr1,ENSMUSG00000032369,-0.449377292,1.728434725,1.535445458,0.238280156,0.54832696,1.221109952,1.728434725,11.61316763,0.004983745,0.023437464
Plscr3,ENSMUSG00000019461,0.281884901,4.035239245,3.414462514,0.08865562,0.316204671,-0.219665646,4.035239245,2.040821639,0.177873566,0.339608656
Pltp,ENSMUSG00000017754,0.245885343,5.016787926,2.992716819,0.108474951,0.355361451,0.004985366,5.016787926,0.001220253,0.972690923,0.990018657
Plvap,ENSMUSG00000034845,1.051532746,-0.227681871,1.566118328,0.233907498,0.544000182,0.198237356,-0.227681871,0.060607667,0.809573437,0.895959156
Plxdc1,ENSMUSG00000017417,1.123412789,2.272698499,20.08453662,0.000695817,0.011959663,-0.06879699,2.272698499,0.072453695,0.792231806,0.885433873
Plxdc2,ENSMUSG00000026748,0.548301934,4.893451467,19.55552651,0.000773492,0.013063123,0.130632588,4.893451467,1.102880755,0.31370776,0.500397601
Plxna1,ENSMUSG00000030084,-0.300021487,7.482961865,5.817267876,0.032233667,0.168056562,-0.050235005,7.482961865,0.16320016,0.693120081,0.820278861
Plxna2,ENSMUSG00000026640,-0.257571918,4.025737483,0.845311754,0.375452541,0.682452551,0.126608027,4.025737483,0.204475668,0.658955063,0.796453952
Plxna3,ENSMUSG00000031398,-0.281141361,3.064293168,3.097778765,0.103068636,0.343980042,-0.701712947,3.064293168,18.74404655,0.000913172,0.006305048
Plxna4,ENSMUSG00000029765,-0.512995621,4.371353028,16.65873623,0.001430297,0.020338568,0.16094308,4.371353028,1.653900051,0.221966699,0.396513239
Plxnb1,ENSMUSG00000053646,0.054959149,2.720656135,0.021966716,0.884562925,0.958880661,-0.092621184,2.720656135,0.061482406,0.808234031,0.895158126
Plxnb2,ENSMUSG00000036606,0.251845955,9.069113606,1.414675008,0.256598701,0.569436571,-0.355980855,9.069113606,2.817935871,0.118265447,0.253343822
Plxnb3,ENSMUSG00000031385,-0.126829817,0.278379653,0.107731344,0.748228035,0.901841409,0.017564403,0.278379653,0.001979091,0.965225917,0.986824708
Plxnc1,ENSMUSG00000074785,0.404869971,6.686250509,9.48142972,0.009247527,0.075007268,-1.197070849,6.686250509,79.17897522,9.90E-07,3.75E-05
Plxnd1,ENSMUSG00000030123,-0.240798756,7.179511493,4.007121415,0.067721845,0.26876183,-0.003263847,7.179511493,0.000738428,0.978754158,0.991549997
Pm20d2,ENSMUSG00000054659,0.233003543,0.000456555,0.133107009,0.721389833,0.890393817,0.771717523,0.000456555,1.388935427,0.260745939,0.443036538
Pmaip1,ENSMUSG00000024521,-0.598672635,7.240459362,44.17285588,2.04E-05,0.000937441,0.312426163,7.240459362,12.15321336,0.004303281,0.020969845
Pmel,ENSMUSG00000025359,0.116444529,-0.772227371,0.034103397,0.856478418,0.945926825,-0.131600755,-0.772227371,0.04112079,0.842600226,0.914940647
Pmepa1,ENSMUSG00000038400,3.708980471,6.252889933,545.647479,1.30E-11,4.35E-08,0.053804257,6.252889933,0.129803468,0.724709229,0.841491407
Pmf1,ENSMUSG00000028066,0.27870124,2.423766279,2.133860678,0.168993489,0.457676282,-0.102792983,2.423766279,0.283733868,0.603696153,0.757719616
Pml,ENSMUSG00000036986,-0.052566926,6.643071973,0.029641876,0.866088421,0.9500944,1.038582292,6.643071973,11.41911744,0.005258444,0.024444703
Pmm1,ENSMUSG00000022474,0.006548898,2.143448636,0.000802076,0.977857702,0.991564075,-0.935646221,2.143448636,15.27668147,0.00196358,0.011343827
Pmm2,ENSMUSG00000022711,-0.046570124,5.186944623,0.229226478,0.64044484,0.853532209,0.08194781,5.186944623,0.705832467,0.416764683,0.602811609
Pmp22,ENSMUSG00000018217,-0.789563552,8.961265838,87.3619032,5.79E-07,7.20E-05,-0.212173355,8.961265838,6.373053018,0.026170488,0.082853268
Pmpca,ENSMUSG00000026926,-0.176714856,6.843328985,4.800449618,0.048266424,0.217419807,0.206508636,6.843328985,6.547369518,0.024554314,0.079027064
Pmpcb,ENSMUSG00000029017,-0.177659423,5.647736938,1.908291424,0.191581827,0.490635736,0.250459032,5.647736938,3.776678439,0.075062819,0.183012818
Pms1,ENSMUSG00000026098,0.613680321,1.268520823,5.153404474,0.041806048,0.198303305,-0.46362696,1.268520823,2.759147439,0.121801919,0.258822403
Pms2,ENSMUSG00000075569,0.110010877,2.046021562,0.212789557,0.65259107,0.860110128,-0.873665307,2.046021562,12.55916611,0.003862723,0.019281792
Pmvk,ENSMUSG00000027952,0.086449466,2.713603548,0.13583654,0.718682529,0.88920583,0.294061858,2.713603548,1.553686325,0.235666818,0.413266701
Pnck,ENSMUSG00000002012,1.22884131,-0.995082837,3.024157285,0.106821286,0.352222326,0.369113365,-0.995082837,0.260502212,0.618755233,0.768358029
Pnisr,ENSMUSG00000028248,-0.095091964,7.099406892,1.251341635,0.284537037,0.599028043,0.007694628,7.099406892,0.008175797,0.929400189,0.965245921
Pnkd,ENSMUSG00000026179,0.383841155,2.605798599,2.969300538,0.109727068,0.357824914,-0.439571635,2.605798599,3.741221645,0.076276055,0.185120732
Pnkp,ENSMUSG00000002963,0.055919767,3.882111889,0.152238272,0.703037139,0.883344767,-0.601085149,3.882111889,17.02171831,0.00131962,0.008380901
Pnldc1,ENSMUSG00000073460,0.510479251,-1.177245702,0.760951742,0.399636939,0.701064149,0.276098777,-1.177245702,0.209445719,0.655132071,0.793234019
Pnma1,ENSMUSG00000054383,0.306184149,0.254034443,0.41086784,0.533218449,0.793443457,0.058715336,0.254034443,0.014298987,0.906736193,0.951219319
Pnma2,ENSMUSG00000046204,-0.531265108,-0.191369539,0.942013937,0.350345702,0.659893374,-0.025995701,-0.191369539,0.002277301,0.962699924,0.985610054
Pnmal1,None,1.544230592,-1.452449773,3.404306749,0.089078061,0.316904387,0.704922009,-1.452449773,0.662307611,0.431124865,0.616438381
Pnmal2,None,-0.222881681,0.132707228,0.375451003,0.551140378,0.80485306,0.166583005,0.132707228,0.212656603,0.652691633,0.792021117
Pnn,ENSMUSG00000020994,-0.236092638,6.647168821,4.51958069,0.054273468,0.234459447,-0.07060156,6.647168821,0.403266175,0.536970183,0.707446175
Pno1,ENSMUSG00000020116,-0.113811816,5.478682442,1.550248746,0.236156389,0.546459269,0.136847534,5.478682442,2.238679603,0.159653263,0.315337964
Pnoc,ENSMUSG00000045731,-1.778959681,-1.682162955,2.681829354,0.126654936,0.386909544,-1.465428281,-1.682162955,1.794316739,0.204478608,0.375690979
Pnp,ENSMUSG00000115338,0.220610907,8.088565793,2.409575575,0.145779789,0.419676085,1.93279282,8.088565793,173.6062491,1.19E-08,1.35E-06
Pnp2,ENSMUSG00000068417,0.076602132,5.094966916,0.372394274,0.552741992,0.806160613,1.866585368,5.094966916,213.4595414,3.57E-09,5.64E-07
Pnpla2,ENSMUSG00000025509,0.17887828,6.439232094,4.811578656,0.048045264,0.216762701,-0.061069509,6.439232094,0.558209266,0.468938868,0.649598941
Pnpla6,ENSMUSG00000004565,0.265406085,4.055533074,5.986952562,0.030220968,0.162618684,-0.450571352,4.055533074,16.78609892,0.001390273,0.008707264
Pnpla7,ENSMUSG00000036833,0.823116064,6.013652405,31.11537376,0.000107276,0.00312604,-0.877604437,6.013652405,34.52989639,6.64E-05,0.000879494
Pnpla8,ENSMUSG00000036257,0.059684318,6.594459145,0.372553669,0.55265825,0.806119331,-0.165762991,6.594459145,2.862426533,0.115673205,0.249196492
Pnpo,ENSMUSG00000018659,0.273116318,2.686841241,2.469029741,0.141310932,0.411784022,-1.171578165,2.686841241,41.7103971,2.70E-05,0.000447831
Pnpt1,ENSMUSG00000020464,0.235927593,4.960218335,0.792813557,0.390230039,0.69460877,1.262833765,4.960218335,22.30145696,0.000455131,0.003760259
Pnrc1,ENSMUSG00000040128,0.190056393,7.919334895,4.268254921,0.060422742,0.250458122,1.147641636,7.919334895,152.1479,2.56E-08,2.46E-06
Pnrc2,ENSMUSG00000028675,-0.051342795,6.969215697,0.47810428,0.502046163,0.771885526,0.103302322,6.969215697,1.935335731,0.188677061,0.354530383
Poc1a,ENSMUSG00000023345,0.271804055,1.8985344,1.808796603,0.202778963,0.505851587,-0.501485395,1.8985344,5.804568305,0.032390599,0.098103744
Poc1b,ENSMUSG00000019952,0.214001519,4.398628627,3.525934791,0.084175397,0.308310944,0.215068394,4.398628627,3.530518559,0.083997139,0.198343978
Poc5,ENSMUSG00000021671,0.102092101,2.950043225,0.323170468,0.579876746,0.821994241,-0.233259564,2.950043225,1.652499394,0.222150834,0.39664726
Podn,ENSMUSG00000028600,0.190348514,0.265405425,0.141050171,0.713596695,0.887597076,0.383748167,0.265405425,0.55861077,0.468782489,0.649444186
Podxl,ENSMUSG00000025608,0.357750061,3.589806664,0.588997525,0.457198188,0.742549232,0.152345943,3.589806664,0.105576323,0.750664126,0.858734477
Podxl2,ENSMUSG00000033152,0.169397273,-0.269141911,0.047506605,0.831012318,0.933901392,-0.437514564,-0.269141911,0.299201283,0.594108645,0.750689416
Pofut1,ENSMUSG00000046020,-0.083750629,4.685508204,0.448160117,0.5155041,0.781397386,0.59036419,4.685508204,22.18363911,0.000465176,0.003802206
Pofut2,ENSMUSG00000020260,-0.278838023,6.131573696,6.774762304,0.022619911,0.13460862,0.138280963,6.131573696,1.662400284,0.220853521,0.395452123
Pogk,ENSMUSG00000040596,-0.127874652,8.51354457,1.765688267,0.207893943,0.512778629,0.102620461,8.51354457,1.136786702,0.30668874,0.493619141
Poglut1,ENSMUSG00000034064,0.107975961,4.329996352,0.966626933,0.34435156,0.65352572,-0.36296128,4.329996352,10.72107397,0.006404399,0.028426078
Pogz,ENSMUSG00000038902,0.085178781,6.709167522,1.203152034,0.293574796,0.608259265,0.268390097,6.709167522,11.90941861,0.004596059,0.021962306
Pola1,ENSMUSG00000006678,-0.266479776,2.845733716,1.084620255,0.317582393,0.629665337,-0.18009809,2.845733716,0.490613994,0.496609691,0.673117218
Pola2,ENSMUSG00000024833,-0.379364277,4.572885033,11.71298461,0.004848997,0.048780081,0.330841854,4.572885033,8.95706528,0.010881158,0.042647686
Polb,ENSMUSG00000031536,-0.204902176,3.269957475,1.528874996,0.239230941,0.549450869,-0.50193928,3.269957475,8.949890216,0.010905756,0.042732579
Pold1,ENSMUSG00000038644,0.157419981,2.659963767,0.853979434,0.373094366,0.680186206,-0.828624889,2.659963767,22.34207683,0.000451726,0.003742755
Pold2,ENSMUSG00000020471,-0.028348909,1.190331613,0.010811205,0.91885351,0.969805987,-0.224342244,1.190331613,0.659496699,0.432079458,0.617298821
Pold3,ENSMUSG00000030726,0.041832523,5.183647906,0.221357028,0.646190506,0.856863281,-0.010981145,5.183647906,0.015150325,0.904014623,0.949911263
Pold4,ENSMUSG00000024854,0.105392738,0.794000194,0.127087283,0.727474672,0.893822277,-0.697421507,0.794000194,5.145908291,0.041932107,0.118833516
Poldip2,ENSMUSG00000001100,0.100899143,4.767901354,1.28182304,0.279017858,0.592118897,-0.286606853,4.767901354,10.17793455,0.007501511,0.032147365
Poldip3,ENSMUSG00000041815,0.013629769,7.635865954,0.046000422,0.833668029,0.935151339,0.585822156,7.635865954,84.45555118,6.97E-07,2.88E-05
Pole,ENSMUSG00000007080,0.180874274,1.924987189,0.492970427,0.495597349,0.768363477,-0.433037476,1.924987189,2.692360451,0.125979995,0.265527627
Pole2,ENSMUSG00000020974,0.508861279,0.610374189,2.423383139,0.14472633,0.417757543,-0.360068894,0.610374189,1.12955894,0.308166274,0.495143983
Pole3,ENSMUSG00000028394,0.223553581,2.901512443,2.108370174,0.171369109,0.460908248,0.000277569,2.901512443,3.09E-06,0.998625179,0.999005854
Pole4,ENSMUSG00000030042,-0.121520924,5.139763489,0.605493818,0.451108683,0.737942553,0.106339381,5.139763489,0.462895672,0.508800803,0.683078578
Polg,ENSMUSG00000039176,0.636054822,5.843144182,18.82369316,0.000898231,0.014639215,-0.070028611,5.843144182,0.22677262,0.642223157,0.784010617
Polg2,ENSMUSG00000020718,0.332380938,1.876414918,1.986086535,0.183377275,0.479325716,0.792212215,1.876414918,11.20816535,0.005577391,0.025638293
Polh,ENSMUSG00000023953,0.064958976,3.993876866,0.236297355,0.635385895,0.852179891,-0.229421256,3.993876866,2.896859981,0.113714988,0.246280852
Poli,ENSMUSG00000038425,0.016468967,0.260608662,0.002674662,0.959579394,0.984952677,-0.795534257,0.260608662,5.595190359,0.035113458,0.104264813
Polk,ENSMUSG00000021668,-0.210141422,4.980220199,5.28606178,0.039648191,0.191409144,-0.791056466,4.980220199,72.80247609,1.55E-06,5.31E-05
Poll,ENSMUSG00000025218,0.414053292,1.523282553,2.604885414,0.131725192,0.395290948,-0.611218466,1.523282553,5.329636794,0.038968504,0.112175119
Polm,ENSMUSG00000020474,0.069924531,2.512695252,0.146612427,0.708288669,0.885771864,-0.277452618,2.512695252,2.250076795,0.158677526,0.313840169
Polq,ENSMUSG00000034206,0.651638526,1.939559416,6.169608585,0.028218631,0.155721865,-0.505247321,1.939559416,3.540485217,0.083611126,0.197657191
